projectname,classification,commenttext
SpringFramework,WITHOUT_CLASSIFICATION,//  attempt to retrieve the instance by its generated bean name 
SpringFramework,WITHOUT_CLASSIFICATION,//  Fetch JTA TransactionSynchronizationRegistry from JNDI if necessary. 
SpringFramework,WITHOUT_CLASSIFICATION,//  exception occurred eviction skipped data should still be in the cache 
SpringFramework,WITHOUT_CLASSIFICATION,// 5 
SpringFramework,WITHOUT_CLASSIFICATION,//  Retrieve the new max of the sequence column... 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-6877 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14761 
SpringFramework,WITHOUT_CLASSIFICATION,//  Validates the custom synchronization is invoked 
SpringFramework,WITHOUT_CLASSIFICATION,//  Default handling of number values 
SpringFramework,WITHOUT_CLASSIFICATION,//  Calling 'public int aVarargsMethod2(int i String... strings)' - returns int+length_of_strings 
SpringFramework,WITHOUT_CLASSIFICATION,//  Need to copy into separate Collection here to avoid side effects 
SpringFramework,WITHOUT_CLASSIFICATION,//  Note: the XML bean definition for "enigma" always wins since   ConfigurationClassBeanDefinitionReader.isOverriddenByExistingDefinition()   lets XML bean definitions override those "discovered" later via an   @Bean method. 
SpringFramework,WITHOUT_CLASSIFICATION,//  same as java.sql.Connection.TRANSACTION_SERIALIZABLE; 
SpringFramework,WITHOUT_CLASSIFICATION,//  now verify failure on bad id 
SpringFramework,WITHOUT_CLASSIFICATION,//  (implicit) stack map frame if needed. 
SpringFramework,WITHOUT_CLASSIFICATION,//  qualifier added but includes no value 
SpringFramework,WITHOUT_CLASSIFICATION,//  StepVerifier will block 
SpringFramework,WITHOUT_CLASSIFICATION,//  Make sure body is consumed to avoid leak reports 
SpringFramework,WITHOUT_CLASSIFICATION,//  else... 
SpringFramework,WITHOUT_CLASSIFICATION,//  non-static method primitive type return 
SpringFramework,WITHOUT_CLASSIFICATION,//  - The strings corresponding to the Exceptions attribute or null. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If codebaseUrl is set try to load the class with the RMIClassLoader.   Else propagate the ClassNotFoundException. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Resolve regularly caching the result in the BeanDefinition... 
SpringFramework,WITHOUT_CLASSIFICATION,//  now test with non-string 
SpringFramework,WITHOUT_CLASSIFICATION,//  Invalid 
SpringFramework,WITHOUT_CLASSIFICATION,//  Don't let calling code try to dereference the factory if the bean isn't a factory. 
SpringFramework,WITHOUT_CLASSIFICATION,//  getter 
SpringFramework,WITHOUT_CLASSIFICATION,//  copy in the sub-array 
SpringFramework,WITHOUT_CLASSIFICATION,//  HTTP 1.1 Cache-Control header: "no-cache" is the standard value   "no-store" is necessary to prevent caching on Firefox. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SmartContextLoader 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16060 
SpringFramework,WITHOUT_CLASSIFICATION,//  InlineList 
SpringFramework,WITHOUT_CLASSIFICATION,//  Initializer should have doubled value 
SpringFramework,WITHOUT_CLASSIFICATION,//  Get the start offset of the cp_info structure (plus one) and read the CONSTANT_Utf8 entry   designated by the first two bytes of this cp_info. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset the {@link #nextListElement} of all the basic blocks that have been processed to null 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add the instruction to the bytecode of the method. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Cache to hold already loaded properties per filename 
SpringFramework,WITHOUT_CLASSIFICATION,/*  L2  */
SpringFramework,WITHOUT_CLASSIFICATION,//  Consider self references as a final pass...   but in the case of a dependency collection not the very same bean itself. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If the list is purely literals it is a constant value and can be computed and cached 
SpringFramework,WITHOUT_CLASSIFICATION,//  use normal response 
SpringFramework,WITHOUT_CLASSIFICATION,//  Avoid Validator invocation on FactoryBean.getObjectType/isSingleton 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset all bean definitions that have the given bean as parent (recursively). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Put attribute_name_index and attribute_length. 
SpringFramework,WITHOUT_CLASSIFICATION,//  for each property value in the new set 
SpringFramework,WITHOUT_CLASSIFICATION,//  JSR-330 API not available - simply skip. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Regular case: find a handler method reflectively. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-6741 
SpringFramework,WITHOUT_CLASSIFICATION,//  Transport error => fallback 
SpringFramework,WITHOUT_CLASSIFICATION,//  If no other property specified consider bean name as static field expression. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If we got a TransactionAwareDataSourceProxy we need to perform transactions   for its underlying target DataSource else data access code won't see   properly exposed transactions (i.e. transactions for the target DataSource). 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Implementation of ConfigurableEnvironment interface  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Expose request to the current thread (for SpEL expressions) 
SpringFramework,WITHOUT_CLASSIFICATION,//  The generated code should include boxing of the int to a Number 
SpringFramework,WITHOUT_CLASSIFICATION,//  All remaining parameters must be of this type or convertible to this type 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-16067 SPR-16695 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check whether token contains illegal whitespace within text. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If no attributes the qualifier must be present 
SpringFramework,WITHOUT_CLASSIFICATION,//  AbstractGenericWebContextLoader 
SpringFramework,WITHOUT_CLASSIFICATION,//  JPA 2.0: return EntityManagerFactory without creating an EntityManager. 
SpringFramework,WITHOUT_CLASSIFICATION,//  no java:comp/env prefix 
SpringFramework,WITHOUT_CLASSIFICATION,//  UTF-8 by default 
SpringFramework,WITHOUT_CLASSIFICATION,//  Similar declaration exists in AbstractSockJsSession.. 
SpringFramework,WITHOUT_CLASSIFICATION,//  with a ret in {@link Label#addSubroutineRetSuccessors}. 
SpringFramework,WITHOUT_CLASSIFICATION,//  will be using the cached accessor this time 
SpringFramework,WITHOUT_CLASSIFICATION,//  Delegating implementation of SmartLifecycle 
SpringFramework,WITHOUT_CLASSIFICATION,//  See TestCacheInterceptor 
SpringFramework,WITHOUT_CLASSIFICATION,//  skip to child 
SpringFramework,WITHOUT_CLASSIFICATION,//  DontCheck(InterfaceIsType): can't be fixed (for backward binary compatibility). 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-17619 
SpringFramework,WITHOUT_CLASSIFICATION,//  ref to method 
SpringFramework,WITHOUT_CLASSIFICATION,//  Standard Java types do not have non-standard annotations on them ->   skip any load attempt in particular for Java language interfaces. 
SpringFramework,WITHOUT_CLASSIFICATION,//  FreeMarker will only accept known keys in its setSettings and 
SpringFramework,WITHOUT_CLASSIFICATION,//  Track whether it is instantiation/destruction aware 
SpringFramework,WITHOUT_CLASSIFICATION,//  determine name of the object and property 
SpringFramework,WITHOUT_CLASSIFICATION,//  Pattern match?
SpringFramework,WITHOUT_CLASSIFICATION,//  Includes fallback search for single EntityManagerFactory bean by type. 
SpringFramework,WITHOUT_CLASSIFICATION,//  
SpringFramework,WITHOUT_CLASSIFICATION,//  Keep a snapshot of the request attributes in case of an include   to be able to restore the original attributes after the include. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Determine locale to use for this RequestContext. 
SpringFramework,WITHOUT_CLASSIFICATION,//  First the getSQLState check... 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13435 
SpringFramework,WITHOUT_CLASSIFICATION,//  Save flash attributes 
SpringFramework,WITHOUT_CLASSIFICATION,//  enable repeated reads of response body 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15831 
SpringFramework,WITHOUT_CLASSIFICATION,//  Special handling of boolean property. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Absolutely needs thread-bound DataSource to initialize. 
SpringFramework,WITHOUT_CLASSIFICATION,//  ServletResponse required for all further argument types 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14899 
SpringFramework,WITHOUT_CLASSIFICATION,//  ignore the output 
SpringFramework,WITHOUT_CLASSIFICATION,//  Read the bytecode 'code' array to create a label for each referenced instruction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Now cause it to throw an exception: 
SpringFramework,WITHOUT_CLASSIFICATION,//  If sourceClass is Number and targetClass is Integer the following message should expand to: 
SpringFramework,WITHOUT_CLASSIFICATION,//  Visit the runtime visible instruction annotations if any. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Static expansion helpers 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should only have one child element: ref value list etc. 
SpringFramework,WITHOUT_CLASSIFICATION,//  /{*foobar} is at the start 
SpringFramework,WITHOUT_CLASSIFICATION,//  consume STAR/DIV/MOD 
SpringFramework,WITHOUT_CLASSIFICATION,//  These are only checked for current Ctx (not parent ctx) 
SpringFramework,WITHOUT_CLASSIFICATION,//  From non-transactional code running in active transaction synchronization   -> can be safely removed will be closed on transaction completion. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use JVM temp dir as ServletContext temp dir. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should have thrown BeanCreationNotAllowedException 
SpringFramework,WITHOUT_CLASSIFICATION,//  the check method is also cached 
SpringFramework,WITHOUT_CLASSIFICATION,//  gh-23484 
SpringFramework,WITHOUT_CLASSIFICATION,//  Register a custom MethodFilter... 
SpringFramework,WITHOUT_CLASSIFICATION,//  non static field 
SpringFramework,WITHOUT_CLASSIFICATION,//  due to a warning in Quartz 2.2's JobStoreCMT 
SpringFramework,WITHOUT_CLASSIFICATION,//  and 08xxx will be data resource failure (non-transient) picked up by the fallback SQLState translator 
SpringFramework,WITHOUT_CLASSIFICATION,//  We need a transaction for this method...
SpringFramework,WITHOUT_CLASSIFICATION,//  wait for the entry to expire 
SpringFramework,WITHOUT_CLASSIFICATION,//  Subscription should have happened by now due to ChannelSendOperator 
SpringFramework,WITHOUT_CLASSIFICATION,//  Now test the ThreadLocal one 
SpringFramework,WITHOUT_CLASSIFICATION,//  Relative path 
SpringFramework,WITHOUT_CLASSIFICATION,//  Mark as infrastructure bean and attach source location. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Resolve arguments eagerly for the case where the message   is defined in a parent MessageSource but resolvable arguments   are defined in the child MessageSource. 
SpringFramework,WITHOUT_CLASSIFICATION,//  its current set of PropertySources. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12597 
SpringFramework,WITHOUT_CLASSIFICATION,//  Recursive invocation parsing placeholders contained in the placeholder key. 
SpringFramework,WITHOUT_CLASSIFICATION,/*  named =  */
SpringFramework,WITHOUT_CLASSIFICATION,//  "Hello world! (Japanese) 
SpringFramework,WITHOUT_CLASSIFICATION,//  true during the previous iteration. The actual frame content is computed in MethodWriter. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Exception handling 
SpringFramework,WITHOUT_CLASSIFICATION,//  placeholders nested within the value of "p4" are unresolvable and cause an 
SpringFramework,WITHOUT_CLASSIFICATION,//  Plain bean instance -> register it directly. 
SpringFramework,WITHOUT_CLASSIFICATION,//  parseCheck("new int[] {1 2 3 4 5}" "new int[] {12345}");   }   
SpringFramework,WITHOUT_CLASSIFICATION,//  Explicitly check for identity too: for Connection handles that do not implement   "equals" properly such as the ones Commons DBCP exposes). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Call any method: should cause automatic tx invocation 
SpringFramework,WITHOUT_CLASSIFICATION,//  -- AND and NOT -- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Passing (Integer String[]) on call to (String String[]) is exact match 
SpringFramework,WITHOUT_CLASSIFICATION,//  Need to provide an independent DefaultConversionService not the   shared DefaultConversionService used by PropertySourcesPropertyResolver. 
SpringFramework,WITHOUT_CLASSIFICATION,//  type-safe access to servlet-specific methods 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Implementation of BeanDefinitionRegistry interface  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  get the root bean name - will be the name of the generated proxy factory bean 
SpringFramework,WITHOUT_CLASSIFICATION,//  just ignore since we are already in the block 
SpringFramework,WITHOUT_CLASSIFICATION,//  ANSI C's asctime() format 
SpringFramework,WITHOUT_CLASSIFICATION,//  Visit the bytecode instructions. First introduce state variables for the incremental parsing   of the type annotations. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Support classes 
SpringFramework,WITHOUT_CLASSIFICATION,//  test the root mapping for /foo/* w/o a trailing slash - <host>/<context>/foo 
SpringFramework,WITHOUT_CLASSIFICATION,//  Rollback (automatically) 
SpringFramework,WITHOUT_CLASSIFICATION,//  The bytecode offset of the next runtime visible type annotation to read or -1. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Reset connection. 
SpringFramework,WITHOUT_CLASSIFICATION,//  This may fail if one of the annotations is not available.
SpringFramework,WITHOUT_CLASSIFICATION,//  Construct using org.springframework.protobuf.Msg.newBuilder() 
SpringFramework,WITHOUT_CLASSIFICATION,//  Make sure bean class is actually resolved at this point and   clone the bean definition in case of a dynamically resolved Class   which cannot be stored in the shared merged bean definition. 
SpringFramework,WITHOUT_CLASSIFICATION,//  -> allow the current bean method to override it since it is application-level 
SpringFramework,WITHOUT_CLASSIFICATION,//  Converting from an int to a Number 
SpringFramework,WITHOUT_CLASSIFICATION,//  Hibernate 5.2's createQuery method declares a new subtype as return type   so we need to use reflection for binary compatibility with 5.0/5.1 here. 
SpringFramework,WITHOUT_CLASSIFICATION,//  If agentId was specified we were only supposed to locate that   specific MBeanServer; so let's bail if we can't find it. 
SpringFramework,WITHOUT_CLASSIFICATION,//  We must always calculate hashCode based on the proxy. 
SpringFramework,WITHOUT_CLASSIFICATION,//  We arrived at the original timestamp - round up to the next whole second and try again... 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15835 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should now match all getter methods 
SpringFramework,WITHOUT_CLASSIFICATION,//  Passing (String Integer String[]) on call to (String String String[]) is exact match 
SpringFramework,WITHOUT_CLASSIFICATION,//  --- setContextPath 
SpringFramework,WITHOUT_CLASSIFICATION,//  Should not throw NPE 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check can cast to GroovyObject 
SpringFramework,WITHOUT_CLASSIFICATION,//  The writer will call MultipartHttpOutputMessage#write which doesn't actually write   but only stores the body Flux and returns Mono.empty(). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Let the XML loader process the configuration. 
SpringFramework,WITHOUT_CLASSIFICATION,//  By hypothesis num_element_value_pairs is stored in the last unsigned short of 'annotation'. 
SpringFramework,WITHOUT_CLASSIFICATION,//  package private 
SpringFramework,WITHOUT_CLASSIFICATION,//  This would be legal at least if not actually _starting_ a tx 
SpringFramework,WITHOUT_CLASSIFICATION,//  Must generate CGLIB subclass... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Any call will do 
SpringFramework,WITHOUT_CLASSIFICATION,//  No need to revisit the target annotation type: 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check decorated bean definition if any: We assume it'll be easier 
SpringFramework,WITHOUT_CLASSIFICATION,//  FORWARD/ERROR/ASYNC: minimal message (there should be enough context already) 
SpringFramework,WITHOUT_CLASSIFICATION,//  A Groovy script probably creating an instance: let's execute it. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Supplier-based log methods 
SpringFramework,WITHOUT_CLASSIFICATION,//  strip the first "core" directory while keeping the "file:" prefix. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-11130 
SpringFramework,WITHOUT_CLASSIFICATION,//  Null model arguments added without a name being explicitly supplied are not allowed 
SpringFramework,WITHOUT_CLASSIFICATION,//  note: "Id" is not a valid JavaBean name nevertheless it is treated as "id" 
SpringFramework,WITHOUT_CLASSIFICATION,//  when 
SpringFramework,WITHOUT_CLASSIFICATION,//  Save 
SpringFramework,WITHOUT_CLASSIFICATION,//  Take getInterceptors() List as-is when passed in here 
SpringFramework,WITHOUT_CLASSIFICATION,//  Raise a proper exception in case of a null target 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shortcut: AnnotatedElementUtils would have to expect AnnotatedElement.getAnnotations()   to return a copy of the array whereas we can do it more efficiently here. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check for illegal characters.. 
SpringFramework,WITHOUT_CLASSIFICATION,//  bogus method 
SpringFramework,WITHOUT_CLASSIFICATION,// :	('new' qualifiedId LPAREN) => 'new' qualifiedId ctorArgs -> ^(CONSTRUCTOR qualifiedId ctorArgs) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Remove a basic block from the list of blocks to process. Note that we don't reset   basicBlock.nextListElement to null on purpose to make sure we don't reprocess already 
SpringFramework,WITHOUT_CLASSIFICATION,//  just in case 
SpringFramework,WITHOUT_CLASSIFICATION,//  We handle OPTIONS transparently so don't match if no explicit declarations 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shortcut for avoiding synchronization... 
SpringFramework,WITHOUT_CLASSIFICATION,//  repeated evaluation to drive use of cached executor 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14506 
SpringFramework,WITHOUT_CLASSIFICATION,// 		checkError("/{foo}{bar}/"6PatternMessage.CANNOT_HAVE_ADJACENT_CAPTURES); 
SpringFramework,WITHOUT_CLASSIFICATION,//  EntityManagerFactoryInfo.getEntityManagerInterface returns null 
SpringFramework,WITHOUT_CLASSIFICATION,//  set JPA 2.0 shared cache mode 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13309 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12592 
SpringFramework,WITHOUT_CLASSIFICATION,//  NEEDS TO OVERRIDE THE REFLECTION ONE - SHOW REORDERING MECHANISM 
SpringFramework,WITHOUT_CLASSIFICATION,//  Keep a default MessageCodesResolver 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Implementation of JSR-303 Validator interface  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-9983 
SpringFramework,WITHOUT_CLASSIFICATION,//  Scan the factory bean methods 
SpringFramework,WITHOUT_CLASSIFICATION,//  Work out whether to apply setter autowiring or constructor autowiring.   If it has a no-arg constructor it's deemed to be setter autowiring   otherwise we'll try constructor autowiring. 
SpringFramework,WITHOUT_CLASSIFICATION,/* 		 * Using a volatile invariant allows us to initialize the FastClass and		 * method index pairs atomically.		 *		 * Double-checked locking is safe with volatile in Java 5.  Before 1.5 this		 * code could allow fastClassInfo to be instantiated more than once which		 * appears to be benign.		  */
SpringFramework,WITHOUT_CLASSIFICATION,//  relax the treatment of unresolvable nested placeholders 
SpringFramework,WITHOUT_CLASSIFICATION,//  Caches object obtained from FactoryBean if it is a singleton. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Invert the boolean 
SpringFramework,WITHOUT_CLASSIFICATION,//  fall back to getRelative 
SpringFramework,WITHOUT_CLASSIFICATION,//  -----------------------------------------------------------------------------------------------   Accessors   ----------------------------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Explicit reference equality is added here just in case Arrays.equals does not have one 
SpringFramework,WITHOUT_CLASSIFICATION,//  Implicit toggling of ascending?
SpringFramework,WITHOUT_CLASSIFICATION,//  ----------------------------------------------------------------------------------------------   Methods to parse a Code attribute   ---------------------------------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  try with non-existing value 
SpringFramework,WITHOUT_CLASSIFICATION,//  Active profiles must be unique 
SpringFramework,WITHOUT_CLASSIFICATION,//  gh-23358 
SpringFramework,WITHOUT_CLASSIFICATION,//  Default to "text/plain" 
SpringFramework,WITHOUT_CLASSIFICATION,//  What's a reasonable expectation for _any_ server or developer machine load?   3 seconds?
SpringFramework,WITHOUT_CLASSIFICATION,//  IllegalStateException from sharing the underlying JDBC Connection   which typically gets committed first e.g. with Oracle AQ --> ignore 
SpringFramework,WITHOUT_CLASSIFICATION,//  Create a proxy with JndiObjectFactoryBean's proxy interface and the JndiObjectTargetSource. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-13083 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-14372 (case insensitive) 
SpringFramework,WITHOUT_CLASSIFICATION,//  parseCheck("{'a''b''a''d''e'}.distinct()");   } 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-15839 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add any property definitions that need adding. 
SpringFramework,WITHOUT_CLASSIFICATION,//  expected 
SpringFramework,WITHOUT_CLASSIFICATION,//  Finally register the scheduled tasks 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use current user schema if no schema specified 
SpringFramework,WITHOUT_CLASSIFICATION,// projection: PROJECT^ expression RCURLY!; 
SpringFramework,WITHOUT_CLASSIFICATION,//  Static method references 
SpringFramework,WITHOUT_CLASSIFICATION,//  Get the MBean server connection. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Add the Hibernate transaction to the session holder. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-10062 
SpringFramework,WITHOUT_CLASSIFICATION,//  Can't compile this as we aren't going down the getfalse() branch in our evaluation 
SpringFramework,WITHOUT_CLASSIFICATION,//  index 0 is the super class 
SpringFramework,WITHOUT_CLASSIFICATION,//  currently does not know about java.util by default  		assertEquals(java.util.List.classlocator.findType("List")); 
SpringFramework,WITHOUT_CLASSIFICATION,//  on Hibernate 5.0.x or lower - no need to change the default there 
SpringFramework,WITHOUT_CLASSIFICATION,//  Use hashCode of reference proxy. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Shouldn't succeed in inserting into table which doesn't exist 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Implementation of ResourcePatternResolver interface  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,// ---------------------------------------------------------------------   Abstract methods that must be implemented by subclasses  --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Set content type before writing 
SpringFramework,WITHOUT_CLASSIFICATION,//  no more path left to match this element 
SpringFramework,WITHOUT_CLASSIFICATION,//  Gather all methods with matching name and parameter size. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Throw UnexpectedRollbackException if we have a global rollback-only   marker but still didn't get a corresponding exception from commit. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Verifying that after a number of compilations the classloaders   used to load the compiled expressions are discarded/replaced.   See SpelCompiler.loadClass() 
SpringFramework,WITHOUT_CLASSIFICATION,//  Source and subclasses should be supported according to the JAXB2 spec but aren't in the RI   Source.class.isAssignableFrom(clazz) || 
SpringFramework,WITHOUT_CLASSIFICATION,//  Nothing to do. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Assumes no overloading 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check whether a session is required. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-11391 
SpringFramework,WITHOUT_CLASSIFICATION,// -----------------------------   SPR-2454 Test Classes  ----------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Just to test ASM5's bytecode parsing of INVOKESPECIAL/STATIC on interfaces 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12816 
SpringFramework,WITHOUT_CLASSIFICATION,//  RFC 850 
SpringFramework,WITHOUT_CLASSIFICATION,//  Multiplication 
SpringFramework,WITHOUT_CLASSIFICATION,//  ---------------------------------------------------------------------   Public constants   --------------------------------------------------------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Passing (Integer String[]) on call to (Integer String[]) is exact match 
SpringFramework,WITHOUT_CLASSIFICATION,//  Avoid using java.util.stream.Stream in hot paths 
SpringFramework,WITHOUT_CLASSIFICATION,//  Unexpected rollback only matters here if we're asked to fail early 
SpringFramework,WITHOUT_CLASSIFICATION,//  WebSocketHandlerDecorator could close the session 
SpringFramework,WITHOUT_CLASSIFICATION,//  If the map is purely literals it is a constant value and can be computed and cached 
SpringFramework,WITHOUT_CLASSIFICATION,//  No such factory bean 
SpringFramework,WITHOUT_CLASSIFICATION,//  No suitable ModelAndViewResolver... 
SpringFramework,WITHOUT_CLASSIFICATION,//  Single-value (with or without reactive type wrapper) 
SpringFramework,WITHOUT_CLASSIFICATION,//  Ensure headers are flushed even if no body was written. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Call internal method to avoid getting the default code back   in case of "useCodeAsDefaultMessage" being activated. 
SpringFramework,WITHOUT_CLASSIFICATION,/* 	 * SPR_2165 - ClassEditor is inconsistent with multidimensional arrays	  */
SpringFramework,WITHOUT_CLASSIFICATION,//  as FactoryBean would ultimately return. 
SpringFramework,WITHOUT_CLASSIFICATION,//  The BootstrapMethods attribute is read in the constructor. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Is this a covariant return type situation?
SpringFramework,WITHOUT_CLASSIFICATION,//  Create a new EntityManager for use within the current transaction. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Force Mockito to invoke the interface default method 
SpringFramework,WITHOUT_CLASSIFICATION,//  First just reset the milliseconds and try to calculate from there... 
SpringFramework,WITHOUT_CLASSIFICATION,//  should not happen 
SpringFramework,WITHOUT_CLASSIFICATION,//  Multicast right now if possible - or lazily once the multicaster is initialized 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check that returning and throwing were in the argument names list if 
SpringFramework,WITHOUT_CLASSIFICATION,//  or using assignment within the expression 
SpringFramework,WITHOUT_CLASSIFICATION,//  neither foo nor bar properties are present -> validating should throw 
SpringFramework,WITHOUT_CLASSIFICATION,// 	// time it compiled  	stime = System.currentTimeMillis(); 
SpringFramework,WITHOUT_CLASSIFICATION,//  A singleton aspect. 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-3625 
SpringFramework,WITHOUT_CLASSIFICATION,// -------------------   SPR-3304 classes  ------------------- 
SpringFramework,WITHOUT_CLASSIFICATION,//  Insert a stack map frame for this bytecode offset if requested by setting insertFrame to 
SpringFramework,WITHOUT_CLASSIFICATION,//  "spouse" "touchy" "age" should not be copied 
SpringFramework,WITHOUT_CLASSIFICATION,//  Fallback to Spring's own SQL state translation... 
SpringFramework,WITHOUT_CLASSIFICATION,//  For parameter source lookups we need to provide case-insensitive lookup support since the   database meta-data is not necessarily providing case-sensitive column names 
SpringFramework,WITHOUT_CLASSIFICATION,//  Check specifically registered converters 
SpringFramework,WITHOUT_CLASSIFICATION,//  If the PropertyEditor returned null there is no appropriate   text representation for this value: only use it if non-null. 
SpringFramework,WITHOUT_CLASSIFICATION,//  conversion ability for map values. 
SpringFramework,WITHOUT_CLASSIFICATION,//  We need to work it out. 
SpringFramework,WITHOUT_CLASSIFICATION,/*  Using short class names as default bean names by default.  */
SpringFramework,WITHOUT_CLASSIFICATION,//  For any other Throwable e.g. OutOfMemoryError: let it get propagated as-is. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Set the session attribute 
SpringFramework,WITHOUT_CLASSIFICATION,//  Try to locate existing MBeanServer if desired. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Must now continue to report back as not having been modified 'cos the Resource does not support access as a File (and so the lastModified date cannot be determined). 
SpringFramework,WITHOUT_CLASSIFICATION,//  Class not found - can't resolve class reference in annotation attribute. 
SpringFramework,WITHOUT_CLASSIFICATION,//  Abstract types popped from the stack or read from local variables. 
SpringFramework,WITHOUT_CLASSIFICATION,//  faking no message received 
SpringFramework,WITHOUT_CLASSIFICATION,//  SPR-12813 
SpringFramework,WITHOUT_CLASSIFICATION,//  testing simple /**/behavior 
SpringFramework,WITHOUT_CLASSIFICATION,//  ---- reproduce ---- 
SpringFramework,WITHOUT_CLASSIFICATION,//  RIGHT==null LEFT!=null 
SpringFramework,WITHOUT_CLASSIFICATION,//  - The offset of the MethodParameters attribute or 0. 
